,Unnamed: 0,galex_objid,sdss_objid,u,g,r,i,z,nuv_mag,eu,eg,er,ei,ez,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,c,rs,pred
12066,16297,2.48225978739327e+18,1.23768024253071e+18,22.6530227661,21.0535488129,20.6954421997,20.5873413086,20.3668441772,0.6025304793999999,0.4694876671,0.3247894049,0.241353333,0.1795225441,24.149105071999998,1.4960823059,3.0955562591000003,3.4536628723,3.5617637634,3.7822608948,1.5994739532,1.9575805664,2.0656814575,2.2861785889,0.3581066132,0.4662075043,0.6867046357,0.1081008911,0.3285980225,0.2204971314,0,1.0372664928,1
12987,17427,6.37619348861092e+18,1.2376802720362e+18,22.6193695068,21.7395076752,21.3996200562,21.6251354218,21.042181015,0.2181913257,0.17001320420000002,0.1176143438,0.0874000639,0.06500958650000001,22.745775222800003,0.126405716,1.0062675476,1.3461551666,1.120639801,1.7035942078,0.8798618316,1.2197494506,0.994234085,1.5771884918,0.339887619,0.1143722534,0.6973266602,-0.2255153656,0.3574390412,0.5829544068,0,0.0040355627,1
14955,19813,4.52928655572285e+18,1.2376803316486e+18,23.3789234161,21.1247196198,20.6655292511,20.5417690277,20.3112220764,0.3359358311,0.2617589235,0.1810836196,0.1345645338,0.1000912935,23.920463562,0.5415401459,2.7957439422,3.2549343108999995,3.3786945343,3.6092414856,2.2542037963,2.713394165,2.8371543884,3.0677013397,0.4591903687,0.5829505921,0.8134975434,0.1237602234,0.3543071747,0.2305469513,0,1.0613293648,1
15190,20159,2.41393173679676e+18,1.23764870350766e+18,21.871213913000002,20.6072616577,20.4289455414,20.5106773376,20.5162258148,0.1136399508,0.08854747560000001,0.06125673650000001,0.0455203205,0.0338587537,23.754322052,1.883108139,3.1470603943,3.3253765106,3.2436447144,3.2380962372,1.2639522553,1.4422683716,1.3605365753999998,1.3549880982,0.1783161163,0.0965843201,0.0910358429,-0.0817317962,-0.0872802734,-0.0055484772,0,2.3608548641,1
15223,20257,6.37893788144501e+18,1.23764870457917e+18,22.6427307129,20.9572963715,20.4669876099,20.1574649811,19.8038387299,0.1007619128,0.0785130039,0.05431493,0.0403618142,0.0300217755,21.8802776337,-0.7624530792,0.9229812622,1.4132900238,1.7228126525999998,2.0764389038,1.6854343414,2.1757431030000003,2.4852657318,2.8388919830000003,0.4903087616,0.7998313904000001,1.1534576416,0.3095226288,0.66314888,0.3536262512,0,0.0041532526,1
15282,20410,2.92984018493663e+18,1.23764872014758e+18,22.9951858521,21.357749939,20.918334960899998,20.7342777252,20.6618938446,0.2751178443,0.2143699527,0.1483001411,0.1102029011,0.0819707066,24.7515735626,1.7563877105,3.3938236236000003,3.8332386017,4.0172958374,4.089679718,1.6374359131,2.0768508912,2.2609081269,2.3332920075,0.4394149781,0.6234722138000001,0.6958560944,0.1840572357,0.2564411163,0.07238388059999999,0,0.5433045625999999,1
15283,20413,2.92984018493663e+18,1.23764872014758e+18,22.9951858521,21.357749939,20.918334960899998,20.7342777252,20.6618938446,0.2751178443,0.2143699527,0.1483001411,0.1102029011,0.0819707066,24.7515735626,1.7563877105,3.3938236236000003,3.8332386017,4.0172958374,4.089679718,1.6374359131,2.0768508912,2.2609081269,2.3332920075,0.4394149781,0.6234722138000001,0.6958560944,0.1840572357,0.2564411163,0.07238388059999999,0,0.5433045625999999,1
15285,20416,2.92984018493663e+18,1.23764872014771e+18,22.5356807709,21.6764163971,21.5662879944,21.4738025665,21.5727329254,0.2762800157,0.215275526,0.1489266157,0.1106684357,0.08231697980000001,24.3861999512,1.8505191803,2.7097835541000004,2.8199119568,2.9123973847,2.8134670258,0.8592643738,0.9693927765,1.0618782044,0.9629478455,0.1101284027,0.2026138306,0.1036834717,0.0924854279,-0.006444931,-0.0989303589,0,1.0541441441,1
15322,20486,6.45921973333813e+18,1.23764872122185e+18,22.8677597046,21.7200870514,21.5948295593,21.388349533099998,20.793170929000002,0.2476028055,0.1929304302,0.13346837460000002,0.0991813093,0.07377267629999999,22.6025161743,-0.26524353030000003,0.8824291229000001,1.007686615,1.2141666412,1.8093452453,1.1476726532,1.2729301453,1.4794101715,2.0745887756,0.1252574921,0.3317375183,0.9269161224,0.2064800262,0.8016586303000001,0.5951786041,0,2.5779066086,1
15346,20539,2.41248917754112e+18,1.23764872229585e+18,22.7948989868,21.7085018158,21.4459552765,21.1480998993,20.828754425,0.2568811178,0.2001600116,0.1384697706,0.1028978825,0.07653711740000001,23.5478439331,0.7529449463,1.8393421173,2.1018886566,2.3997440338,2.7190895081,1.086397171,1.3489437103,1.6467990875,1.9661445618,0.2625465393,0.5604019164999999,0.8797473908,0.2978553772,0.6172008515,0.3193454743,0,0.6048968434,1
15347,20542,2.41248917754112e+18,1.23764872229585e+18,22.7948989868,21.7085018158,21.4459552765,21.1480998993,20.828754425,0.2568811178,0.2001600116,0.1384697706,0.1028978825,0.07653711740000001,23.5478439331,0.7529449463,1.8393421173,2.1018886566,2.3997440338,2.7190895081,1.086397171,1.3489437103,1.6467990875,1.9661445618,0.2625465393,0.5604019164999999,0.8797473908,0.2978553772,0.6172008515,0.3193454743,0,0.6048968434,1
15453,20721,6.37714348276345e+18,1.23764996138657e+18,20.4433708191,19.6558189392,18.503616333,18.220413208,17.7363071442,0.4453523755,0.3470155597,0.2400637567,0.1783930957,0.1326916963,21.116184234600002,0.6728134155,1.4603652954,2.6125679016,2.8957710266000003,3.3798770904000004,0.7875518799,1.9397544861,2.2229576111,2.7070636749,1.1522026062,1.4354057312,1.919511795,0.283203125,0.7673091888,0.4841060638,0,0.3253059089,1
15460,20737,2.42392409847209e+18,1.23764996246077e+18,21.306613922100002,20.8543720245,19.670797348,18.8995838165,18.5525779724,0.3383828998,0.2636656463,0.1824026853,0.1355447471,0.1008203849,22.804170608499998,1.4975566863999998,1.949798584,3.1333732605,3.904586792,4.2515926361,0.4522418976,1.6358165741,2.4070301056,2.7540359497000004,1.1835746765,1.954788208,2.3017940521,0.7712135315,1.1182193756,0.3470058441,0,0.8718046545999999,1
15463,20742,2.42367780786537e+18,1.23764996353366e+18,23.024936676,21.3495807648,19.8682613373,19.048532486,18.5866565704,0.6613609195,0.5153279304999999,0.3565014899,0.2649188042,0.1970509291,23.2139339447,0.1889972687,1.8643531799,3.3456726074,4.1654014587,4.6272773743,1.6753559112,3.1566753387,3.97640419,4.4382801056,1.4813194275,2.3010482788,2.7629241944,0.8197288513,1.2816047669,0.4618759156,0,0.6197671294,0
15464,20745,2.42367780786537e+18,1.23764996353366e+18,23.024936676,21.3495807648,19.8682613373,19.048532486,18.5866565704,0.6613609195,0.5153279304999999,0.3565014899,0.2649188042,0.1970509291,23.2139339447,0.1889972687,1.8643531799,3.3456726074,4.1654014587,4.6272773743,1.6753559112,3.1566753387,3.97640419,4.4382801056,1.4813194275,2.3010482788,2.7629241944,0.8197288513,1.2816047669,0.4618759156,0,0.6197671294,0
15467,20763,6.38203406001793e+18,1.23765036939857e+18,21.7175426483,21.1084060669,20.9580383301,20.9081020355,21.1806850433,0.1915559918,0.1492591351,0.1032567769,0.0767308548,0.057073656500000014,22.4361286163,0.718585968,1.3277225494,1.4780902862,1.5280265808000002,1.255443573,0.6091365814,0.7595043182,0.8094406128,0.536857605,0.15036773679999998,0.2003040314,-0.0722789764,0.0499362946,-0.2226467132,-0.2725830078,0,0.5909186006,0
15553,20930,6.37897303575443e+18,1.23765037102517e+18,19.0645427704,19.156879425,19.6231117249,19.9014587402,20.0729255676,0.105693914,0.0823559836,0.0569734871,0.0423374064,0.031491253500000004,18.838510513299997,-0.2260322571,-0.31836891170000003,-0.7846012116,-1.0629482269,-1.2344150543,-0.0923366546,-0.5585689545,-0.8369159698,-1.0083827972,-0.4662322999,-0.7445793152,-0.9160461426,-0.2783470153,-0.4498138427,-0.1714668274,0,2.5267598629,1
15557,20942,6.38192855522005e+18,1.23765037154586e+18,22.773771286,22.160577774,22.213739395100003,22.1253356934,21.616533279400002,0.2137561738,0.1665573716,0.1152236164,0.08562349529999999,0.0636881515,22.7161483765,-0.0576229095,0.5555706025,0.5024089814,0.5908126831,1.0996150970999998,0.613193512,0.5600318909,0.6484355925999999,1.1572380066,-0.0531616211,0.0352420806,0.5440444946,0.0884037017,0.5972061157,0.508802414,0,4.1611204147,1
15685,21280,2.94940269581803e+18,1.2376517357663e+18,22.968639373800002,22.027683258099998,22.0645370483,21.941913604699998,21.543504715,0.1052009612,0.0819718763,0.0567077659,0.0421399474,0.0313443802,23.704996109,0.7363567352,1.6773128509,1.6404590607,1.7630825043,2.161491394,0.9409561157,0.9041023255,1.0267257691,1.4251346588,-0.0368537902,0.08576965339999999,0.4841785431,0.1226234436,0.5210323333,0.3984088897,0,3.9441840649,1
15775,21447,3.82552874520203e+18,1.23765173737469e+18,23.643350601199998,21.881772995,21.7989120483,21.851503372199996,21.663894653299998,0.1102784351,0.0859282091,0.0594447367,0.0441738106,0.0328571983,24.174081802399996,0.5307312012,2.2923088074,2.3751697541,2.3225784302,2.5101871491,1.7615776062,1.8444385529,1.791847229,1.9794559479,0.0828609467,0.0302696228,0.2178783417,-0.0525913239,0.135017395,0.1876087189,0,1.4129555225,1
15784,21469,2.95084525507367e+18,1.23765173737672e+18,23.0303077698,21.5587482452,21.4425239563,21.6002388,21.4777908325,0.101815097,0.0793336332,0.0548826419,0.0407836847,0.0303355679,23.3716506958,0.341342926,1.8129024506,1.9291267395,1.7714118958,1.8938598633,1.4715595246000002,1.5877838135,1.4300689698,1.5525169372999998,0.1162242889,-0.0414905548,0.0809574127,-0.1577148437,-0.0352668762,0.1224479675,0,1.2680630684,1
15924,21744,2.93360491254881e+18,1.23765175349071e+18,24.3359603882,21.724275589,21.5906124115,21.617616653400002,20.9004707336,0.1848652363,0.14404574039999998,0.0996501818,0.0740507618,0.0550801642,23.9193267822,-0.416633606,2.1950511932,2.3287143707,2.3017101288,3.0188560486,2.6116847992,2.7453479767,2.7183437348000004,3.4354896546,0.1336631775,0.1066589356,0.8238048554,-0.0270042419,0.6901416779,0.7171459198000001,0,0.3180036247,0
16073,22034,2.4301869167018e+18,1.23765182217552e+18,22.4440746307,23.1116771698,20.5781288147,19.4203643799,19.014497757,0.1562535763,0.1217517331,0.08422728630000001,0.06258989870000001,0.046555385,23.777582168600002,1.3335075379,0.6659049988,3.1994533539,4.3572177887,4.7630844116,-0.6676025391,1.865945816,3.0237102508,3.4295768737,2.5335483551,3.6913127899,4.0971794128,1.1577644348,1.5636310577,0.4058666229,0,0.6169136763,1
16074,22036,2.4301869167018e+18,1.23765182217552e+18,22.4440746307,23.1116771698,20.5781288147,19.4203643799,19.014497757,0.1562535763,0.1217517331,0.08422728630000001,0.06258989870000001,0.046555385,23.777582168600002,1.3335075379,0.6659049988,3.1994533539,4.3572177887,4.7630844116,-0.6676025391,1.865945816,3.0237102508,3.4295768737,2.5335483551,3.6913127899,4.0971794128,1.1577644348,1.5636310577,0.4058666229,0,0.6171521543999999,1
16125,22133,3.84357832788227e+18,1.23765259956073e+18,21.2641639709,20.4455528259,20.167390823399998,20.005399704000002,19.9039115906,0.2245524228,0.1749697328,0.12104325,0.0899481028,0.0669048652,22.915599823,1.6514358521,2.4700469971,2.7482089996,2.910200119,3.0116882324,0.818611145,1.0967731475,1.2587642669,1.3602523803,0.2781620025,0.4401531219,0.5416412353,0.1619911194,0.2634792328,0.1014881134,0,0.2632926106,0
16191,22318,3.84470422778911e+18,1.23765294638118e+18,21.5545978546,20.2871799469,20.1443977356,20.1164321899,20.2823448181,0.1466786116,0.114290975,0.07906597110000001,0.0587544888,0.0437025428,23.3272705078,1.7726726532,3.0400905608999995,3.1828727722,3.2108383179000004,3.0449256897000003,1.2674179077,1.410200119,1.4381656647,1.2722530365,0.14278221130000002,0.170747757,0.0048351288,0.0279655457,-0.1379470825,-0.1659126282,0,0.7601916790000001,0
16203,22349,3.77838168640167e+18,1.23765294799159e+18,21.2388362885,20.3354911804,19.8191623688,19.5961151123,19.6264610291,0.1936440915,0.1508861631,0.104382351,0.0775672719,0.0576957986,23.889490127600002,2.6506538391,3.5539989472,4.0703277588,4.2933750153,4.2630290985000014,0.9033451081,1.4196739197,1.6427211762,1.6123752594,0.5163288116,0.7393760681,0.7090301512999999,0.2230472565,0.1927013397,-0.0303459168,0,0.9326686263,0
16374,22652,2.94722126454719e+18,1.23765460586562e+18,22.4824352264,21.8026332855,21.8248348236,21.8614444733,21.7349891663,0.1902889311,0.1482718438,0.1025737748,0.0762233064,0.0566961393,23.39585495,0.9134197236,1.5932216645,1.5710201264,1.5344104767,1.6608657837,0.6798019409,0.6576004028,0.6209907531000001,0.7474460601,-0.0222015381,-0.05881118780000001,0.0676441192,-0.0366096497,0.0898456573,0.126455307,0,1.5325125456,1
16479,22859,2.43036283856225e+18,1.23765487966952e+18,23.408367156999997,21.2991428375,21.0382823944,20.9141769409,20.8030338287,0.1675977111,0.1305909902,0.090342246,0.0671339706,0.0499353409,23.7490749359,0.3407077789,2.4499320984,2.7107925415,2.834897995,2.9460411072,2.1092243195,2.3700847626,2.4941902161,2.6053333283,0.2608604431,0.3849658966,0.4961090088,0.1241054535,0.2352485657,0.1111431122,0,1.267509222,1
16601,23075,2.94781939887271e+18,1.2376551255408e+18,23.9354953766,21.365207672100002,21.1609382629,20.9525032043,20.674379348800002,0.1444487721,0.1125534996,0.0778639913,0.0578612909,0.0430381708,23.013870239299997,-0.9216251373,1.6486625672,1.8529319764,2.061367035,2.3394908905,2.5702877045,2.7745571137,2.9829921723000004,3.2611160277999995,0.20426940920000006,0.4127044678,0.6908283233,0.2084350586,0.4865589141,0.2781238555,0,0.8662059307,0
16658,23174,2.9507397019574e+18,1.23765512608979e+18,22.224534988400002,21.6579399109,21.6862564087,21.6019477844,21.2573699951,0.1593111157,0.1241341382,0.08587542179999999,0.06381464,0.0474663712,23.120353698699997,0.8958187103,1.4624137878,1.43409729,1.5184059143000002,1.8629837036,0.5665950775,0.5382785797,0.622587204,0.9671649933,-0.0283164978,0.0559921265,0.4005699158,0.0843086243,0.4288864136,0.3445777893,0,0.0040214136,1
16716,23284,2.85106237562841e+18,1.23765549437275e+18,24.3891029358,21.639467239400002,21.3656768799,21.2584457397,20.8271427155,0.2478414774,0.19311639670000005,0.1335970312,0.0992769152,0.0738437846,23.994480133099998,-0.3946228027000001,2.3550128937,2.6288032532,2.7360343934,3.1673374176,2.7496356964,3.0234260559,3.1306571961,3.5619602203,0.2737903595,0.3810214997,0.8123245239,0.1072311402,0.5385341644,0.4313030242,0,1.2649569511,1
16774,23413,2.85106237562841e+18,1.23765549920492e+18,25.8040599823,22.577995300300003,21.2700519562,20.2513103485,19.7847156525,0.2573615015,0.2005343437,0.1387287229,0.1030903086,0.07668025049999999,23.6306648254,-2.1733951569,1.0526695251,2.3606128692,3.3793544769,3.8459491729,3.226064682,4.5340080261,5.5527496338,6.0193443298,1.3079433441,2.3266849518,2.7932796478,1.0187416077,1.4853363037,0.466594696,0,0.6081424356,0
16849,23612,6.37404723332357e+18,1.23765740133568e+18,20.400209426900002,19.3275241852,19.0305919647,19.0542240143,18.9722480774,0.1591095626,0.1239770949,0.08576678480000001,0.063733913,0.0474063195,22.63215065,2.2319412231,3.3046264648,3.6015586853,3.5779266357,3.6599025726,1.0726852417,1.3696174622,1.3459854126,1.4279613495,0.2969322205,0.2733001709,0.3552761078,-0.0236320496,0.0583438873,0.0819759369,0,0.9900075197,1
17070,23982,6.37879706879473e+18,1.23765849121273e+18,22.9059562683,21.576023101799997,21.4008388519,21.6691665649,21.3118667603,0.1230137423,0.0958514735,0.06630960849999999,0.049275144900000005,0.0366516523,22.0189495087,-0.8870067596,0.4429264069,0.6181106568,0.3497829438,0.7070827484000001,1.3299331665,1.5051174164,1.2367897034,1.5940895080000002,0.17518424989999998,-0.0931434631,0.2641563415,-0.268327713,0.0889720916,0.3572998046,0,0.6778349876,0
17088,24012,6.37907856417463e+18,1.23765849173819e+18,18.8956794739,18.9937000275,19.319538116500002,19.5333366394,19.7055187225,0.1785974801,0.1391619444,0.0962715894,0.0715401098,0.0532126985,19.0717010498,0.1760215759,0.0780010223,-0.2478370667,-0.4616355896,-0.6338176727,-0.0980205536,-0.4238586426,-0.6376571655,-0.8098392486,-0.325838089,-0.5396366119,-0.711818695,-0.2137985229,-0.385980606,-0.1721820831,0,2.5959510803,1
17183,24178,3.1648717902887e+18,1.23765849280925e+18,20.6504230499,20.3530158997,20.2073249817,19.9743061066,19.857011795,0.1306780726,0.101823464,0.07044100019999999,0.0523452125,0.0389352217,22.6790122986,2.0285892487,2.3259963989,2.4716873169,2.704706192,2.8220005036,0.2974071502,0.4430980682,0.6761169432999999,0.7934112549,0.145690918,0.3787097931,0.4960041047,0.2330188751,0.3503131867,0.1172943116,0,1.9161444902,1
17199,24202,6.37890270995782e+18,1.23765849281882e+18,17.674325943,16.053319931,15.4757146835,15.192446708699999,15.151483535799999,0.101939559,0.0794306099,0.0549497306,0.0408335403,0.0303726513,20.7934932709,3.1191673279,4.7401733399,5.3177785874,5.6010465622000005,5.6420097351,1.6210060119999998,2.1986112595,2.4818792343,2.5228424072,0.5776052475,0.8608732223000001,0.9018363952,0.2832679748,0.3242311477,0.0409631729,0,0.004153254,0
17293,24403,6.37788232236715e+18,1.23766034392436e+18,20.5987472534,20.4323768616,20.6954040527,20.6250457764,21.481174469000006,0.247846812,0.193120569,0.1335999072,0.0992790535,0.0738453716,21.244884491,0.6461372376,0.8125076294,0.5494804382999999,0.6198387146000001,-0.236289978,0.1663703918,-0.0966567993,-0.026298523,-0.8824272156,-0.2630271911,-0.1926689148,-1.0487976074,0.0703582763,-0.7857704163,-0.8561286926,0,0.0765808001,0
17432,24668,6.37774161708896e+18,1.23766067034993e+18,20.4913024902,20.3130683899,20.3761024475,20.56432724,20.9891166687,0.1429732889,0.1114038154,0.07706864179999999,0.0572702624,0.042598553,21.3882102966,0.8969078064,1.0751419067,1.0121078491,0.8238830565999999,0.3990936279,0.1782341003,0.1152000427,-0.07302474980000001,-0.4978141785,-0.0630340576,-0.25125885010000004,-0.6760482788,-0.1882247925,-0.6130142211999999,-0.4247894287,0,0.004035464,0
17470,24741,6.38266738945294e+18,1.23766106388097e+18,23.410858154299998,22.0504436493,20.666076660199998,19.6317081451,19.4327735901,0.1413713545,0.1101555973,0.0762051344,0.05662858110000001,0.0421212614,22.626214981100002,-0.7846431731999999,0.5757713318,1.9601383209,2.994506836,3.1934413910000004,1.360414505,2.7447814941,3.7791500092,3.9780845642,1.3843669891,2.4187355042,2.6176700592,1.0343685151000002,1.2333030701,0.198934555,0,0.5371810198,1
17478,24754,3.05558913058079e+18,1.23766106441489e+18,24.146759033200002,21.993368148800002,19.9578895569,18.880378723099998,18.2990474701,0.1121618226,0.0873957351,0.06045996400000001,0.0449282341,0.033418349900000005,24.118070602399996,-0.0286884308,2.1247024536000003,4.1601810455,5.2376918793,5.8190231323,2.1533908844,4.1888694763,5.2663803101,5.8477115631,2.0354785919,3.1129894257,3.6943206787,1.0775108338,1.6588420868,0.581331253,0,0.5880253911,0
17850,25344,3.80635326241362e+18,1.23766195024278e+18,22.5704479218,21.5620613098,21.5223426819,21.5818099976,21.3702545166,0.1424805522,0.111019887,0.0768030435,0.0570728928,0.0424517468,23.5717811584,1.0013332366,2.0097198486,2.0494384765,1.9899711608,2.2015266418,1.008386612,1.0481052399,0.9886379242,1.2001934052,0.0397186279,-0.0197486878,0.1918067932,-0.0594673157,0.1520881653,0.211555481,0,1.2664773464,0
17918,25446,3.75238043542802e+18,1.23766195080384e+18,21.781156539899996,21.1849861145,21.007011413599997,20.9738788605,20.8090763092,0.0990462229,0.0771761462,0.0533901006,0.0396745652,0.0295105893,23.3023490906,1.5211925507,2.1173629761000003,2.295337677,2.3284702301,2.4932727814,0.5961704254,0.7741451263,0.8072776794,0.9720802307,0.1779747009,0.211107254,0.3759098053,0.0331325531,0.1979351044,0.16480255130000002,0,1.3737970591,0
18107,25759,3.86891107598756e+18,1.23766223640107e+18,22.8638038635,21.6365280151,21.577304840100002,21.6509647369,21.0508995056,0.1151888892,0.08975440259999999,0.0620916821,0.0461407751,0.0343202576,23.4834480286,0.6196441651,1.8469200135,1.9061431885,1.8324832917,2.432548523,1.2272758484,1.2864990234,1.2128391266,1.8129043579,0.059223175,-0.0144367218,0.5856285095,-0.0736598968,0.5264053345,0.6000652313,0,0.5056843758,0
18175,25877,3.13806129875701e+18,1.23766223802263e+18,21.9332084656,21.455286026,21.3671836853,21.325746536300002,21.462978363,0.1887637228,0.1470834166,0.1017516255,0.0756123662,0.056241706,23.3887233734,1.4555149078,1.9334373474,2.0215396881,2.0629768371,1.9257450104,0.4779224396,0.5660247803,0.6074619293,0.4702301026,0.0881023407,0.1295394897,-0.007692337,0.041437149,-0.0957946777,-0.1372318267,0,1.0484802723,0
18194,25919,3.75565258203228e+18,1.23766226324456e+18,25.8759994507,24.6450901031,24.9828071594,22.5994205475,22.9650211334,0.1040893123,0.0811056867,0.0561085381,0.041694656,0.0310131647,23.051315307600003,-2.8246841431,-1.5937747955,-1.9314918518,0.4518947601,0.0862941742,1.2309093476,0.8931922913,3.2765789032,2.9109783173,-0.33771705630000004,2.0456695556,1.6800689697,2.3833866119,2.017786026,-0.3656005859000001,0,0.7759990095999999,1
18394,26245,3.75924138798535e+18,1.23766263636853e+18,22.7501411438,21.8267860413,21.739780426,21.8502731323,22.0687065125,0.1441987008,0.1123586521,0.0777291954,0.0577611253,0.042963665,23.96641922,1.2162780762,2.1396331787,2.226638794,2.1161460877,1.8977127075,0.9233551025,1.0103607178,0.8998680115000001,0.6814346312999999,0.08700561529999999,-0.023487091,-0.2419204712,-0.1104927063,-0.3289260865,-0.2184333802,0,0.0040374082,0
18423,26288,3.71723124771128e+18,1.23766263691359e+18,21.832668304400002,21.2792129517,21.0307197571,21.0717964172,20.8155212402,0.2237068564,0.174310863,0.1205874458,0.0896093994,0.0666529313,24.1722583771,2.3395900727,2.8930454254000004,3.14153862,3.1004619599,3.3567371369,0.5534553527,0.8019485473000001,0.7608718872,1.0171470642,0.2484931946,0.2074165345,0.4636917115,-0.0410766601,0.21519851690000005,0.256275177,0,1.3482648134,1
18542,26477,3.16508289652124e+18,1.2376641320962e+18,23.0904521942,21.3785095215,21.0944805145,21.171415329000002,20.5267715454,0.1510213763,0.117674835,0.0814069062,0.0604940578,0.044996462800000005,23.6465835571,0.5561313629,2.2680740356,2.5521030426,2.4751682281,3.1198120117,1.7119426727,1.9959716797,1.9190368652,2.5636806488,0.284029007,0.2070941925,0.8517379761,-0.0769348145,0.5677089691,0.6446437836,0,1.3847917318,1
18543,26480,3.16508289652124e+18,1.2376641320962e+18,23.0904521942,21.3785095215,21.0944805145,21.171415329000002,20.5267715454,0.1510213763,0.117674835,0.0814069062,0.0604940578,0.044996462800000005,23.6465835571,0.5561313629,2.2680740356,2.5521030426,2.4751682281,3.1198120117,1.7119426727,1.9959716797,1.9190368652,2.5636806488,0.284029007,0.2070941925,0.8517379761,-0.0769348145,0.5677089691,0.6446437836,0,1.3847917318,1
18690,26740,6.37841007935646e+18,1.23766509685539e+18,24.7972126007,20.9526119232,20.406370163,20.1941127777,20.014465332,0.0811268166,0.0632134676,0.0437307842,0.0324966609,0.0241715442,23.0083713531,-1.7888412476,2.0557594299,2.6020011901,2.8142585754,2.9939060211,3.8446006775,4.3908424377,4.603099823,4.7827472687,0.5462417602,0.7584991455,0.9381465912,0.2122573853,0.391904831,0.1796474457,0,1.2166646719,1
18742,26835,6.37925453864842e+18,1.23766510167962e+18,23.5118217468,21.7126998901,21.4027729034,21.0239677429,20.898443222,0.234716326,0.1828893721,0.1265220195,0.0940194204,0.069933176,22.8991355896,-0.6126861572,1.1864356995,1.4963626862,1.8751678467,2.0006923676,1.7991218566999998,2.1090488434,2.4878540039,2.6133785248,0.3099269867,0.6887321472,0.8142566681,0.3788051605,0.5043296814,0.1255245209,0,1.3433884382,1
19507,28117,6.3752434354026e+18,1.23766622910651e+18,19.0584049225,17.4853134155,16.6712150574,16.4033222198,16.282358169600002,0.2955043912,0.2302550077,0.1592893451,0.1183690578,0.08804483710000001,21.3498744965,2.291469574,3.864561081,4.6786594391000005,4.9465522767,5.0675163269,1.5730915069999998,2.3871898651,2.6550827027,2.7760467529,0.8140983581,1.0819911957,1.2029552459,0.2678928376,0.3888568878,0.1209640502,0,0.0040116985,0
